total_sqft,bath,location,price,size
1936,3,AGS Layout,11000000,3 Bedroom
1680,3,Hosa Road,10100000,3 BHK
1253,2,Rayasandra,5700000,2 BHK
1640,3,Rajaji Nagar,23000000,3 BHK
1082,3,Mysore Road,5000000,3 BHK
1065,2,Electronic City,3075000,2 BHK
2100,4,Iblur Village,14500000,3 BHK
1070,2,Electronic City,5800000,2 BHK
1280,3,Raja Rajeshwari Nagar,5760000,3 BHK
1200,5,6th block Koramangala,30000000,5 Bedroom
1125,2,Electronic City Phase II,2925000,2 BHK
1755,3,Sarjapur  Road,12200000,3 BHK
1210,2,Electronic City,5400000,2 BHK
951,2,Talaghattapura,3043000,2 BHK
1500,2,Electronic City,7500000,3 BHK
1652.5,3,Coffee Board Layout,9000000,3 BHK
1381,2,Yeshwanthpur,7618000,3 BHK
1085,2,Whitefield,5700000,2 BHK
905,1,Whitefield,5000000,1 BHK
1685,3,Hennur Road,9500000,3 BHK
1200,2,Somasundara Palya,7500000,2 BHK
1151,2,Anandapura,4290000,2 BHK
3532,3,Brookefield,17000000,4 Bedroom
1665,3,Kanakpura Road,8691000,3 BHK
800,2,Kengeri Satellite Town,4000000,2 BHK
1050,2,Chamrajpet,16200000,2 Bedroom
1030,2,Rajiv Nagar,4650000,2 BHK
1257,2,Hoodi,7103000,2 BHK
1600,3,Whitefield,8200000,3 BHK
1465,3,Choodasandra,7500000,3 BHK
1650,3,Jakkur,11100000,3 BHK
680,1,Yelahanka New Town,8000000,2 Bedroom
1230,4,Whitefield,8000000,4 Bedroom
1300,2,Koramangala,8200000,2 BHK
1000,2,KR Puram,4450000,2 BHK
1146,2,Mahadevpura,5380000,2 BHK
1200,6,Hennagara,12000000,6 BHK
2601,4,Indira Nagar,31200000,3 BHK
2159,3,Vishwanatha Nagenahalli,11000000,3 BHK
1255,2,Whitefield,4000000,2 BHK
1200,2,Padmanabhanagar,6000000,2 BHK
1040,2,Sarjapur  Road,3700000,2 BHK
1500,8,TC Palaya,15000000,8 Bedroom
906,3,Byrathi Village,5500000,4 Bedroom
1180,2,Uttarahalli,4130000,2 BHK
1200,7,Ullal Uppanagar,16900000,7 Bedroom
850,7,Govindpura,10000000,6 Bedroom
1200,2,KR Puram,4700000,2 BHK
1374,3,Sarjapur  Road,5100000,3 BHK
4700,10,Vidyaranyapura,13000000,9 BHK
613 - 648,1,Whitefield,3215000,1 BHK
2400,2, south,48000000,3 Bedroom
1200,4,Ittamadu,13000000,5 Bedroom
2384,4,Jalahalli,16500000,3 BHK
1033,2,Electronic City,2841000,3 BHK
1200,2,Yelahanka,5400000,2 BHK
2017,3,Haralur Road,10500000,3 BHK
1500,3,Rainbow Drive,13800000,3 Bedroom
700,2,Kamala Nagar,4300000,2 BHK
1150,6,Shampura,7500000,6 Bedroom
1495,2,Kanakpura Road,5233000,3 BHK
1302,2,Kothanur,6850000,2 BHK
905,1,Whitefield,5200000,1 BHK
1350,3,Electronics City Phase 1,7100000,3 BHK
1380,2,Gottigere,9500000,3 BHK
1620,3,Harlur,11000000,3 BHK
4800,4,Chandapura,25000000,4 Bedroom
1000,2,Sarjapur  Road,3850000,2 BHK
800,4,Ramamurthy Nagar,8800000,3 Bedroom
1250,1,Thanisandra,5400000,2 BHK
1750,3,3rd Block Koramangala,17000000,3 BHK
997,3,Anekal,5500000,3 BHK
1760,3,Kothanur,11100000,3 BHK
1322,2,Yelahanka,7500000,2 BHK
1365,3,Kanaka Nagar,9900000,3 Bedroom
1500,3,Sahakara Nagar,12500000,3 BHK
1256,2,Kaggadasapura,5000000,3 BHK
941,2,Brookefield,4800000,2 BHK
5000,4,Devanahalli,46500000,4 Bedroom
1414,2,Hennur Road,8418000,2 BHK
1270,2,Chikkalasandra,5525000,3 BHK
800,2,Madiwala,8000000,3 Bedroom
4100,3,Kengeri Satellite Town,30000000,4 Bedroom
1800,3,Mathikere,10500000,6 Bedroom
712,1,Kanakpura Road,3844000,1 BHK
2563 - 2733,5,Rajaji Nagar,25150000,4 BHK
900,4,Basaveshwara Nagar Yelahanka,18000000,3 Bedroom
1200,2,Hebbal,4900000,2 BHK
654,1,Kengeri Satellite Town,2200000,1 BHK
708,1,Peenya,5500000,2 BHK
600,5,Singapura Village,7500000,4 Bedroom
1680,3,Wilson Garden,13500000,3 BHK
990,2,Jakkasandra Extension,5800000,2 BHK
1380,2,Uttarahalli,4200000,2 BHK
1088,2,Hebbal,6200000,2 BHK
1414,3,Harlur,7750000,3 BHK
1240,2,Seshadripuram,10000000,2 BHK
1810,3,Ganesha Block,11800000,3 BHK
2005,3,4th Block Jayanagar,24000000,3 BHK
1185,2,Kothanur,5800000,2 BHK
1200,3,Whitefield,5715000,3 Bedroom
1265,2,Shikaripalya,5800000,2 BHK
1100,2,Sahakara Nagar,5500000,2 BHK
1035,2,Friends Colony,4400000,2 BHK
605 - 624,1,Sonnenahalli,3071500,1 BHK
1000,2,2nd Block Jayanagar,9700000,2 BHK
1179,2,Hegde Nagar,4935000,2 BHK
1650,3,Vittasandra,8400000,3 BHK
2800,4,Malur Hosur Road,10000000,6 Bedroom
3500,6,Lakshmipura Vidyaanyapura,12000000,8 Bedroom
1430,3,Nagaraja Garden,7865000,3 BHK
1130,2,Marathahalli,5800000,3 BHK
1850,2,JP Nagar,11000000,3 BHK
1340,3,Hennur,5424000,3 BHK
4260 - 4408,,Sarjapur  Road,33800000,4 BHK
600,2,Nagawara Junction,3000000,2 Bedroom
2582,5,Banashankari,25000000,3 BHK
1160,2,Channasandra,5500000,2 BHK
1200,2,Hegganahalli,4500000,1 Bedroom
1116,2,Rajanna Layout,3760000,2 BHK
600,2,Nagarbhavi  BDA Complex,8500000,3 Bedroom
2663,4,Sarakki Nagar,33800000,3 BHK
1090,2,Devasthanagalu,4500000,2 BHK
1100,2,JP Nagar,4500000,2 BHK
1365,2,Kammasandra,3413000,3 BHK
1484,3,Vijayanagar,7919000,3 BHK
1630,3,Green Glen Layout,6800000,3 BHK
1451,2,Whitefield,5243000,3 BHK
1330,2,Kanakpura Road,10700000,2 BHK
2127,3,Thanisandra,13500000,3 BHK
875,5,Adityanagar,12000000,5 Bedroom
1260,4,Hallehalli,6500000,4 Bedroom
1173,2,Sarjapur  Road,4575000,3 BHK
1445,2,Electronics City Phase 1,5600000,3 BHK
2250,4,Jayamahal Extension,40000000,4 BHK
1500,4,Bannerghatta Road,23900000,3 Bedroom
1349 - 3324,3,Thanisandra,11589000,3 BHK
1197,2,JP Nagar,4788000,2 BHK
1200,4,2nd Stage Nagarbhavi,22500000,4 Bedroom
3930,7,Sarjapur  Road,32900000,5 BHK
1450,3,Kanakpura Road,6240000,3 BHK
1187,2,Whitefield,3785000,2 BHK
4000,6,Wilson Garden,85000000,6 Bedroom
1050,2,Channasandra,4100000,2 BHK
1370,2,Panathur,5480000,3 BHK
1036,2,Yelahanka,3937000,2 BHK
1275,3,JP Nagar,4120000,3 BHK
2010,3,Old Madras Road,11500000,4 BHK
1265,2,Thanisandra,4660000,2 BHK
1576,3,Anandapura,5800000,3 BHK
1148,2,Dodda Nekkundi,5600000,2 BHK
1000,2,Green View Layout,3600000,2 BHK
1293,2,Kudlu,8500000,3 BHK
1210,2,Munnekollal,7500000,2 BHK
1126,2,HSR Layout,6900000,2 BHK
1840,4,Sarakki Nagar,17500000,3 BHK
1440,2,Vidyaranyapura,7000000,3 BHK
1300,2,Ramamurthy Nagar,5200000,3 BHK
1276,2,Thanisandra,7500000,2 BHK
600,4,Gidada Konnenahalli,10500000,6 Bedroom
1216,2,Whitefield,8300000,2 BHK
840,1,Marenahalli,7500000,1 BHK
1240,5,Sector 1 HSR Layout,30000000,5 Bedroom
1126,2,Sompura,3900000,2 BHK
45,1,Mysore Road,2300000,1 Bedroom
1162,2,Raja Rajeshwari Nagar,6500000,2 BHK
1301,2,Whitefield,6500000,2 BHK
658,1,Devanahalli,3400000,1 BHK
1350,3,Sahakara Nagar,25000000,3 Bedroom
2500,3,Whitefield,28000000,3 BHK
78.03Sq. Meter,1,1st Phase JP Nagar,6300000,1 BHK
1208.51,3,Chandapura,4200000,3 BHK
1133,2,Raja Rajeshwari Nagar,3841000,2 BHK
1760,2,Shettigere,11600000,3 BHK
940,2,Sarjapur,2538000,2 BHK
1145,2,Badavala Nagar,5700000,2 BHK
1255 - 1350,2,Bannerghatta Road,6773000,2 BHK
3900,5,Rahat Bagh,55000000,4 Bedroom
3300 - 3335,5,Omarbagh Layout,26850000,4 BHK
1300,2,Dasarahalli,5000000,2 BHK
2475,4,Malleshwaram,32600000,3 BHK
2040,3,6th Phase JP Nagar,20000000,3 BHK
1200,1,Hosakerehalli,15000000,1 Bedroom
2420,4,Jigani,19000000,4 Bedroom
1216,2,Thubarahalli,8000000,2 BHK
1459,2,Tumkur Road,11000000,3 BHK
1622,2,Jakkur,8000000,3 BHK
1843,3,Kanakpura Road,8500000,3 BHK
600,1,Chikkasandra,5200000,2 Bedroom
1430,2,Malleshpalya,6950000,3 BHK
1800,2,Kammanahalli,28000000,4 Bedroom
1565,2,Begur Road,5791000,3 BHK
1670,3, Devarabeesana Halli,16000000,3 BHK
1695,3,Lakshminarayana Pura,15000000,3 BHK
1410,2,Akshayanagara West,7500000,2 BHK
1060,2,Kengeri Satellite Town,4200000,2 BHK
1120,2,Sarjapur  Road,5000000,2 BHK
880,2,Hosa Road,5000000,2 Bedroom
1435,3,Dodda Nekkundi,5720000,3 BHK
1425,2,Doddakallasandra,5699000,3 BHK
900,2,Arekere,5000000,2 BHK
2400,5,Escorts Colony,9300000,5 BHK
600,3,Kengeri,9000000,3 Bedroom
2435,4,Electronic City,11900000,4 BHK
1920,3,Iblur Village,15000000,3 BHK
1200,5,Hulimavu,10100000,5 Bedroom
705,1,Nagavarapalya,5500000,1 BHK
1200,2,Srinivasa Nagar,7560000,3 BHK
1532,2,Mahadevpura,6200000,2 BHK
1330,2,Rajiv Nagar,9300000,2 BHK
1200,3,3rd Block Hrbr Layout,21000000,4 Bedroom
1530,2,Sarjapur  Road,6000000,3 BHK
1105,2,Kasavanhalli,4200000,2 BHK
1566,2,1st Phase JP Nagar,18000000,2 Bedroom
1630,3,Harlur,9510000,3 BHK
1200,6,Banashankari,18000000,6 BHK
1595,2,Brookefield,7500000,3 BHK
1000,2,7th Phase JP Nagar,5300000,2 BHK
2400,5,"asha township, off hennur road",28500000,5 Bedroom
2360,4,1A Block Koramangala,65000000,4 Bedroom
1737,2,Uttarahalli,9500000,3 BHK
2100,4,Near International Airport,15000000,4 BHK
3600,6,Hosakerehalli,14500000,8 Bedroom
883,2,Mysore Road,5000000,2 BHK
1776,2,BTM Layout,7500000,3 BHK
1347,2,Anjanapura,3772000,3 BHK
1330,2,Whitefield,5500000,3 BHK
600,2,Sector 1 HSR Layout,12000000,2 Bedroom
3730,4,Rajaji Nagar,37000000,4 BHK
1459,3,Harlur,13500000,3 BHK
2259,5,Thanisandra,13500000,4 BHK
2700,4,JP Nagar,16000000,7 Bedroom
1008,2,Gubbalala,3225000,2 BHK
1200,2,NTI Layout,5250000,2 BHK
2328,4,Vasanth nagar,52800000,4 BHK
600,7,BTM 1st Stage,11000000,7 Bedroom
660,1,Electronic City,1550000,2 BHK
1800,2,Rajaji Nagar,25000000,3 BHK
3100,4,Rajaji Nagar,55000000,4 BHK
1180 - 1630,2,Yelahanka,5058000,2 BHK
602,1,Yelahanka,2600000,1 BHK
1500,2,JP Nagar,8200000,3 BHK
1539,3,Glass Factory Layout,6000000,3 BHK
806,3,Fraser town,12800000,6 Bedroom
1100,2,Judicial Layout,5300000,3 BHK
1151,2,Raja Rajeshwari Nagar,4900000,2 BHK
920,2,Dasappa Layout,4600000,2 BHK
1350,3,Kathriguppe,7830000,3 BHK
1200,2,Bannerghatta Road,6500000,2 BHK
1265,2,Thanisandra,7800000,2 BHK
600,6,Chelekare,6000000,8 Bedroom
1700,3,Sarjapur  Road,9350000,3 BHK
1550,4,4th T block Jayanagar,12000000,4 Bedroom
1560,3,R.T. Nagar,12500000,3 BHK
1000,5,Horamavu Agara,9800000,6 Bedroom
1200,4,Raja Rajeshwari Nagar,16000000,4 Bedroom
1403,3,Sarjapur  Road,5600000,3 BHK
1416,3,Tumkur Road,9400000,3 BHK
1628,2,Kanakpura Road,6800000,2 BHK
1660.4,4,Chamrajpet,21100000,4 Bedroom
1680,3,7th Phase JP Nagar,12500000,3 BHK
1595,3,Doddathoguru,6200000,3 BHK
1507,2,Kanakpura Road,9500000,3 BHK
2560,3,Frazer Town,28800000,3 BHK
1949,3,Hennur Road,13300000,3 BHK
800,2,BTM 2nd Stage,17500000,2 Bedroom
905,2,Sonam Layout,5000000,2 BHK
2480,3,Hosakerehalli,24500000,3 BHK
1495,3,CR Layout,20000000,3 BHK
1605,3,Kaikondrahalli,10500000,3 BHK
1290,2,Bommanahalli,7300000,2 BHK
1100,2,Yelahanka,6000000,2 BHK
2100,6,Vishveshwarya Layout,9200000,6 BHK
995,2,Electronics City Phase 1,4980000,2 BHK
500,2,Banashankari Stage II,5500000,2 Bedroom
3526,4,Rajaji Nagar,59800000,4 BHK
1425,2,Gottigere,4700000,3 BHK
1455,2,BTM 4th Stage,5500000,3 BHK
550,1,Jalahalli West,2300000,1 BHK
7000,4,Vishveshwarya Layout,21000000,4 Bedroom
4000,3,Srinivasa Nagar,13000000,5 BHK
1060,2,Gollahalli,5300000,2 BHK
1080,2,AGS Layout,7500000,3 BHK
1783,3,HBR Layout,12500000,3 BHK
1520,2,Haralur Road,9000000,3 BHK
1060,2,Sarjapur  Road,5500000,2 BHK
1267,2,Raja Rajeshwari Nagar,5435000,2 BHK
1155,2,Whitefield,5500000,2 BHK
2500,3,Karuna Nagar,18000000,3 Bedroom
1240,2,Bannerghatta Road,6500000,2 BHK
1570,3,Gollahalli,7800000,3 BHK
1019,2,NGR Layout,4590000,2 BHK
1355,3,Whitefield,7600000,2 BHK
1537,3,Arekempanahalli,11000000,3 BHK
4075,5,Whitefield,22600000,4 BHK
1550,3,Raja Rajeshwari Nagar,5245000,3 BHK
1100,2,Raja Rajeshwari Nagar,5000000,2 BHK
1750,3, Devarabeesana Halli,15000000,3 BHK
1466,2,9th Phase JP Nagar,7100000,2 BHK
1550,3,Rachenahalli,7250000,3 BHK
2300,4,Akshaya Nagar,10200000,3 BHK
540,1,Kengeri,2250000,1 BHK
950,3,8th Phase JP Nagar,13000000,3 Bedroom
2800,7,Chamundi Nagar,25000000,7 Bedroom
1020,2,Silk Board,4800000,2 BHK
2880,3,Cunningham Road,50100000,3 BHK
1987,4,Hebbal,16500000,3 BHK
1305,2,Hoodi,7500000,2 BHK
2100,3,Sarjapur,12500000,4 Bedroom
1125,2,Electronic City,3250000,2 BHK
1225,2,Horamavu Banaswadi,4950000,2 BHK
1255,2,Hennur,5550000,2 BHK
1191,2,MRCR Layout,9000000,2 BHK
3600,6,Uttarahalli,30300000,6 Bedroom
1165,2,Electronic City,3364000,2 BHK
865,2,Kacharakanahalli,3511000,2 BHK
1850,2,Nagarbhavi,8800000,3 BHK
497,1,Marsur,1700000,2 BHK
1614,2,Yelahanka,10000000,3 BHK
600,1,Magadi Road,2200000,2 BHK
2072,4,Thigalarapalya,15500000,3 BHK
919,2,Electronic City,3400000,2 BHK
2100,4,Shettihalli,9000000,4 Bedroom
672,3,Shampura,5400000,4 BHK
800,6,J C Nagar,11000000,8 BHK
1200,3,Marsur,15000000,3 Bedroom
2849,5,OLd Gurappanapalya,25000000,4 BHK
1000,2,Doctors Layout,4200000,2 BHK
2245,4,Lingadheeranahalli,15400000,4 BHK
1476,3,Bannerghatta Road,12500000,3 BHK
1852,3,Ambedkar Nagar,13000000,3 BHK
1225,2,Udaya Nagar,4700000,2 BHK
1597,3,Panathur,6712000,3 BHK
2423,4,Jakkur,16000000,3 BHK
1152,2,Marathahalli,9000000,2 BHK
1762,3,Harlur,13300000,3 BHK
1400,3,Kammasandra,9200000,3 Bedroom
2400,6,New Thippasandra,40000000,6 Bedroom
1890,3,Yelahanka,10800000,3 BHK
1247,2,Varthur Road,5800000,3 BHK
700,4,1st Block Jayanagar,10400000,8 Bedroom
1000,6,HRBR Layout,27500000,6 Bedroom
1201,2,Bellandur,5999000,2 BHK
830,2,Gunjur Palya,4000000,2 BHK
1165,2,Electronic City Phase II,3029000,2 BHK
1100,1,Bommanahalli,5500000,2 BHK
1890,2,9th Phase JP Nagar,9300000,3 BHK
1685,3,Maithri Layout,6000000,3 BHK
3131,4,Sarakki Nagar,34900000,4 BHK
1165,2,Battarahalli,4300000,2 BHK
827,2,Kachanayakanahalli,4500000,2 BHK
396,2,Gangondanahalli,4800000,3 Bedroom
1200,4,Uttarahalli,17900000,4 Bedroom
635,1,Electronics City Phase 1,2600000,1 BHK
4000,4,Whitefield,38000000,4 Bedroom
1050,2,Vishwanatha Nagenahalli,5000000,2 BHK
600,4,D Group Employees Layout,7600000,5 Bedroom
1819.18,3,Jakkur,16800000,3 BHK
1500,3,Kanakapura,12500000,3 Bedroom
1500,2,Yelenahalli,5700000,3 BHK
2850,4,Benson Town,47000000,3 BHK
1751,3,Raja Rajeshwari Nagar,7200000,3 BHK
4750,6,Vasanth nagar,110200000,4 BHK
1020,2,Bommasandra,4089000,2 BHK
1148,2,Thanisandra,4350000,2 BHK
1754,6,Basavangudi,65000000,6 Bedroom
4273,3,2nd Block Hrbr Layout,110000000,3 Bedroom
1060,2,B Narayanapura,4927000,2 BHK
1300,2,Haralur Road,6000000,2 BHK
3000,4,Hormavu,10000000,4 Bedroom
1325,2,Bellandur,6500000,2 BHK
1261,2,Sai Gardens,6100000,2 BHK
1100,2,Manayata Tech Park,4600000,2 BHK
700,2,Ramamurthy Nagar,3300000,2 BHK
1675,2,7th Phase JP Nagar,13500000,3 BHK
3400,4,Ullal Road,19000000,4 Bedroom
3260,5,Kodihalli,38800000,4 BHK
1180,2,Doddakammanahalli,5600000,2 BHK
1160,2,Uttarahalli,4500000,2 BHK
1863,3,Kasavanhalli,10500000,4 BHK
1914,3,Sahakara Nagar,14900000,3 BHK
1458,3,BTM Layout,7900000,3 BHK
1200,4,Thirumenahalli,11500000,5 Bedroom
1105,2,Babusapalaya,4000000,2 BHK
3035,5,Hulimavu,22000000,3 BHK
1200,6,Bannerghatta Road,16000000,6 Bedroom
1662,3,Akshaya Nagar,9000000,3 BHK
1556,3,Yelahanka,8600000,3 BHK
918,2,Jigani,5000000,2 BHK
1455,2,Sarjapur  Road,9800000,3 BHK
1205,2,Jakkasandra Extension,7000000,2 BHK
1194,2,BEML Layout,6500000,2 BHK
1200,2,Laggere,7500000,2 Bedroom
1100,2,Bannerghatta Road,5200000,3 BHK
1405,3,Sarjapur  Road,4887000,3 BHK
929,2,Subramanyapura,5600000,2 BHK
3436,5,Frazer Town,34100000,4 BHK
2100,4,8th Phase JP Nagar,9200000,4 BHK
1065,2,Channasandra,4047000,2 BHK
1365 - 1700,3,Bannerghatta Road,8429000,3 BHK
1500,6,Kengeri,15000000,6 Bedroom
1200,5,Hullahalli,9900000,5 Bedroom
1093,2,Hormavu,3278000,2 BHK
1250,2,Anandapura,4500000,2 BHK
1680,3,Marathahalli,10500000,3 BHK
1146,2,Nagarbhavi,5000000,2 BHK
1250,2,Jagajyothi layout,5800000,2 BHK
1451,3,Ramagondanahalli,6044000,3 BHK
1424,2,Nobo Nagar,5500000,3 BHK
1435,2,Gottigere,6200000,3 BHK
658,1,Devanahalli,2691000,1 BHK
1300,3,Bommanahalli,4500000,3 BHK
1242,2,Whitefield,6500000,2 BHK
1910,3,Marathahalli,11900000,3 BHK
1610,4,Yelahanka,8500000,3 BHK
1127,2,Hulimavu,6500000,2 BHK
1075,2,Yelahanka,4200000,3 BHK
1155,2,Mysore Road,5100000,2 BHK
1280,3,Lakkasandra Extension,25000000,5 Bedroom
1250,3,Krishna Reddy Layout,5500000,3 BHK
2200,4,Kuvempu Layout,16000000,3 Bedroom
2400,3,Billekahalli,15000000,3 Bedroom
876,2,Chandapura,2950000,2 BHK
1850,2,Nagarbhavi,8900000,3 BHK
1314,2,Kadugodi,8300000,2 BHK
690,1,Rachenahalli,3980000,1 BHK
3500 - 3600,,Electronic City Phase II,16750000,4 Bedroom
1230,2,Srirampura,5500000,2 BHK
920,2,Bommasandra,3720000,2 BHK
1850,3,Sarjapur  Road,14000000,3 BHK
1073,2,Electronic City,6000000,2 BHK
1540,3,Maithri Layout,7600000,3 BHK
1550,3,Kanakpura Road,6350000,3 BHK
1198,2,Kalyan nagar,6500000,2 BHK
1656,3,HBR Layout,9000000,3 BHK
1900,3,Kaveri Nagar,15500000,3 BHK
1910,3,Ramagondanahalli,14200000,3 BHK
1003,2,Mysore Road,4300000,2 BHK
122Sq. Yards,2,Chickpet,4800000,2 BHK
1495,2,Whitefield,6700000,3 BHK
2172,3,Thanisandra,7602000,3 BHK
2400,4,Sarakki Nagar,35800000,4 Bedroom
1200,1,T G extension,9500000,2 Bedroom
1548,3,Whitefield,6500000,3 BHK
5400,5,2nd Block Koramangala,97200000,7 Bedroom
2830 - 2882,5,Whitefield,15450000,4 BHK
1689,3,Hosur Road,10300000,3 BHK
1031,2,Electronic City Phase II,5300000,2 BHK
1060,2,JCR Layout,3700000,2 BHK
1100,2,Devi Nagar,6100000,2 BHK
1350,4,GKW Layout,22500000,4 Bedroom
1050,4,Gandhi Nagar,8000000,5 Bedroom
1250,2,Hennur Road,7788000,3 BHK
1100,2,8th Block Jayanagar,11000000,2 BHK
1420,2,Seegehalli,4600000,3 BHK
1942,3,OLd Gurappanapalya,15500000,3 BHK
1985,3,Haralur Road,13000000,3 BHK
950,1,Sarjapur  Road,3990000,1 BHK
1200,4,AMS Layout,8000000,3 Bedroom
1752,3,Green Glen Layout,10500000,3 BHK
1200,3,Abbigere,12000000,4 Bedroom
1200,5,Mahalakshmi Layout,20000000,5 Bedroom
1480,2,Old Madras Road,8400000,3 BHK
600,4,Jnana Ganga Nagar,8100000,3 Bedroom
1826,3,Sarjapur  Road,13000000,3 BHK
1035,2,8th Phase JP Nagar,3933000,2 BHK
2600,4,Sarjapur  Road,9800000,4 Bedroom
1667,3,Kasavanhalli,9200000,3 BHK
934,2,Thanisandra,5500000,2 BHK
84.53Sq. Meter,3,JP Nagar,6934000,3 BHK
1620,2,Mahadevpura,7600000,3 BHK
1070,2,Electronic City,4700000,2 BHK
3600,5,Hosur Road,18000000,5 Bedroom
1280,2,Uttarahalli,6000000,3 BHK
1400,2,rr nagar,6000000,2 BHK
1200,8,Vishveshwarya Layout,18000000,7 Bedroom
1330,2,"Varthur Road, ",6400000,2 BHK
1611,2,Electronic City Phase II,4833000,3 BHK
1405,3,Whitefield,5800000,3 BHK
1515,3,VGP Layout,9000000,3 BHK
1830,4,Thigalarapalya,15000000,3 BHK
1710,3,Kaggadasapura,6000000,3 BHK
935,2,BTM Layout,5150000,2 BHK
2197,3,Jakkur,13600000,3 BHK
600,4,TC Palaya,6500000,4 Bedroom
1678,3,Yeshwanthpur,9213000,3 BHK
1410,2,Brookefield,8000000,3 BHK
1125,2,Jakkur,6500000,2 BHK
1191,2,Magadi Road,5538000,3 BHK
1200,2,Thubarahalli,7900000,2 BHK
1525,2,CV Raman Nagar,6700000,3 BHK
920,2,Seegehalli,2700000,2 BHK
651,1,Yelahanka,1750000,1 BHK
600,1,Chikkabanavar,2500000,2 BHK
1185,2,Thanisandra,4400000,2 BHK
1190,2,Electronics City Phase 1,6800000,2 BHK
2.09Acres,2,Harohalli,20000000,2 Bedroom
2830 - 2882,5,Whitefield,15850000,4 BHK
1355,2,Whitefield,7300000,2 BHK
1200,1,KR Puram,6500000,2 Bedroom
7000,4,Kundalahalli,55000000,4 Bedroom
1200,4,Ramamurthy Nagar,11000000,6 Bedroom
500,2,Yelahanka New Town,2400000,1 BHK
1250,3,Bommasandra Industrial Area,5000000,3 BHK
1480,2,Uttarahalli,5800000,3 BHK
3300,4,Ambalipura,32900000,4 BHK
1482 - 1684,,KR Puram,7044500,3 BHK
1206,2,Green Woods Layout,5300000,2 BHK
1357,2,Rajaji Nagar,13000000,2 BHK
925,2,Hosakerehalli,4650000,2 BHK
909,2,8th Phase JP Nagar,4090000,2 BHK
3000,5,Seegehalli,33500000,3 Bedroom
1100,2,Brookefield,5500000,2 BHK
3000,5,Malleshwaram,81500000,4 Bedroom
1306,2,Raja Rajeshwari Nagar,4417000,2 BHK
1200,4,Roopena Agrahara,9500000,4 Bedroom
610,1,Kalena Agrahara,3900000,1 BHK
1484,2,Yelahanka,5640000,3 BHK
1125,2,Ramamurthy Nagar,4700000,2 BHK
2882,5,Whitefield,15800000,4 BHK
750,4,Vidyaranyapura,8800000,4 Bedroom
2075,3,Kundalahalli,11500000,3 BHK
1250,2,Stage-4 Bommanahalli,5800000,2 BHK
1272,2,Horamavu Banaswadi,5150000,2 BHK
1050,3,Banashankari Stage II,12500000,4 Bedroom
625,2,Venkateshpuram,2400000,2 BHK
840,2,1st Phase JP Nagar,5000000,1 BHK
2502,4,Hennur Road,18000000,4 BHK
583,1,Rayasandra,2690000,1 BHK
900,2,Gunjur Palya,2700000,2 BHK
2200,3,Kanakapura,12100000,3 Bedroom
750,1,Whitefield,5100000,1 BHK
1600,3,Marathahalli,5800000,3 BHK
1365,2,Chikkalasandra,4900000,3 BHK
1300,3,"Judicial Layout, Kanakapura Road, ",6400000,3 BHK
1200,1,Kurubarahalli,6900000,1 Bedroom
1260,2,Hormavu,3500000,2 BHK
1190,2,Electronics City Phase 1,3392000,2 BHK
2480,4,Hosakerehalli,26000000,3 BHK
1250,3,Vishwapriya Layout,3800000,3 BHK
1500,3,Kaggadasapura,7500000,3 BHK
1510,3,Banashankari Stage V,4757000,3 BHK
1187,2,7th Phase JP Nagar,5900000,2 BHK
1120,2,Kundalahalli,5376000,2 BHK
981 - 1249,2,Whitefield,3455500,2 BHK
1717,3,Dodsworth Layout,9900000,3 BHK
2099,3,Mullur,9500000,3 BHK
1100,2,Kasturi Nagar,5800000,2 BHK
1200,1,Hegganahalli,4800000,1 Bedroom
1465,2,Bannerghatta Road,4587000,3 BHK
1500,1,Kothanur,7500000,1 Bedroom
4050,4,Prashanth Nagar,60000000,5 Bedroom
1255,2,Haralur Road,9000000,3 BHK
1220,2,5th Phase JP Nagar,8800000,2 BHK
1065,2,Electronic City Phase II,3088000,2 BHK
1765,3,Sultan Palaya,8000000,3 BHK
1281,2,Bellandur,8700000,2 BHK
1210,2,Electronic City,2500000,2 BHK
1215,2,Kaggadasapura,4300000,2 BHK
1200,3,Ananth Nagar,8700000,4 Bedroom
1237,2,Mysore Road,7300000,2 BHK
1300,2,Lakshminarayana Pura,7000000,2 BHK
1105,2,Whitefield,3999000,2 BHK
1505,2,Chandapura,4200000,3 BHK
3900,5,Hebbal Kempapura,31000000,4 BHK
1186,2,Banashankari,6500000,2 BHK
900,3,Byrathi Village,5100000,4 Bedroom
750,2,Kengeri,3550000,2 BHK
1083,2,Varthur,2800000,2 BHK
1430,2,Nagaraja Garden,7865000,3 BHK
1056,2,Thanisandra,6800000,2 BHK
2108,3,VGP Layout,8500000,3 BHK
1650,3,Banashankari,10100000,3 BHK
1220,3,Electronic City Phase II,3660000,3 BHK
1198,2,Rayasandra,5400000,2 BHK
1190,2,Ejipura,7000000,2 BHK
900,2,"Judicial Layout, Kanakapura Road, ",4100000,2 BHK
2690,4,J.P.nagar 6th Phase.Sarakki Nagar,18500000,4 BHK
1340,2,Kanakapura,6500000,2 BHK
2940,3,Bommenahalli,225000000,4 Bedroom
2400,6,Giri Nagar,40000000,6 Bedroom
2324,,Whitefield,2673000,
1260,2,Yelahanka,5920000,2 BHK
2254,3,Talaghattapura,15300000,3 BHK
2990,5,Old Madras Road,21000000,3 BHK
1800,5,1st Block BEL Layout,25000000,4 Bedroom
